# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 13 05:35:29 2020
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_orbperstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN sy_dist:        Distance [pc]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
#pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_refname,st_spectype,st_teff,st_rad,st_mass,sy_refname,sy_dist,rowupdate,pl_pubdate,releasedate
BD+14 4559 b,BD+14 4559,1,1,1,Radial Velocity,2009,McDonald Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,268.94000000,0.780000,,330.54320,0.290000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4864.00,0.86,0.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,49.3520000,2018-09-04,2017-03,2018-09-06
BD+15 2375 b,BD+15 2375,1,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,153.22000000,0.576000,,337.21763,0.001000,,<a refstr=NIEDZIELSKI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...588A..62N/abstract target=ref>Niedzielski et al. 2016</a>,,4649.00,8.95,1.08,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,768.0450000,2016-02-03,2016-04,2016-02-04
BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,McDonald Observatory,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,137.48000000,0.539000,,352.78000,0.260000,,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,K0,4796.00,14.70,1.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,426.4200000,2014-05-14,2013-06,2014-05-14
BD+20 2457 b,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,379.63000000,1.050000,,17668.16970,0.150000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4259.00,71.02,10.83,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1539.7100000,2018-09-04,2017-03,2018-09-06
BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,621.99000000,2.010000,,3963.17000,0.180000,,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137.00,49.00,2.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1539.7100000,2014-05-14,2009-12,2014-05-14
BD+20 274 b,BD+20 274,1,1,1,Radial Velocity,2012,McDonald Observatory,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,578.20000000,1.300000,,1334.88600,0.210000,,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,K5 III,4296.00,17.30,0.80,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1322.5100000,2015-09-16,2012-09,2015-09-18
BD+20 594 b,BD+20 594,1,1,1,Transit,2016,K2,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,41.68550000,,2.578,22.24810,0.000000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5766.00,1.08,1.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,179.4610000,2018-04-25,2017-03,2018-04-26
BD+48 738 b,BD+48 738,1,1,1,Radial Velocity,2011,McDonald Observatory,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,392.60000000,1.000000,,289.22530,0.200000,,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745...28G/abstract target=ref> Gettel et al. 2012 </a>,K0 III,4414.00,11.00,0.74,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,871.4930000,2015-08-12,2012-01,2015-08-13
BD+48 740 b,BD+48 740,1,1,1,Radial Velocity,2018,Multiple Observatories,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,733.00000000,1.700000,,540.31100,0.760000,,<a refstr=ADAM_OACUTE_W_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..47A/abstract target=ref>Adam&oacute;w et al. 2018</a>,,4534.00,10.33,1.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,666.5890000,2018-02-01,2018-05,2018-02-01
BD+49 828 b,BD+49 828,1,1,1,Radial Velocity,2015,McDonald Observatory,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,2590.00000000,4.200000,,508.50000,0.350000,,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,K0,4943.00,7.60,1.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,442.0420000,2015-02-05,2015-04,2015-02-05
BD-06 1339 b,BD-06 1339,1,1,2,Radial Velocity,2013,La Silla Observatory,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,3.87280000,0.042800,,8.50000,0.000000,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324.00,,0.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.2695000,2014-05-14,2013-03,2014-05-14
BD-06 1339 c,BD-06 1339,1,1,2,Radial Velocity,2013,La Silla Observatory,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,125.94000000,0.435000,,53.00000,0.310000,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324.00,,0.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.2695000,2014-05-14,2013-03,2014-05-14
BD-08 2823 b,BD-08 2823,1,1,2,Radial Velocity,2009,La Silla Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.60000000,0.060000,,12.71320,0.150000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4816.00,0.71,0.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,41.3342000,2018-09-04,2017-03,2018-09-06
BD-08 2823 c,BD-08 2823,1,1,2,Radial Velocity,2009,La Silla Observatory,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,237.60000000,0.680000,,104.00000,0.190000,,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,K3 V,4746.00,,0.74,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,41.3342000,2014-05-14,2010-03,2014-05-14
BD-10 3166 b,BD-10 3166,1,1,1,Radial Velocity,2000,W. M. Keck Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.48777000,0.040000,,187.51970,0.020000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5393.00,0.91,1.47,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,84.4069000,2018-09-04,2017-03,2018-09-06
BD-11 4672 b,BD-11 4672,1,1,2,Radial Velocity,2014,La Silla Observatory,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,1634.00000000,2.360000,,206.58950,0.050000,,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,,4550.00,0.64,0.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.1665000,2020-07-17,2020-06,2020-07-23
BD-11 4672 c,BD-11 4672,1,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,74.20000000,0.300000,,15.37000,0.400000,,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200614393B/abstract target=ref>Barbato et al. 2020</a>,,4550.00,0.64,0.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,27.1665000,2020-07-17,2020-06,2020-07-23
BD-13 2130 b,BD-13 2130,1,1,1,Radial Velocity,2007,La Silla Observatory,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,714.29999000,1.660000,,3108.37740,0.210000,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4545.00,19.17,2.12,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,925.2140000,2018-09-04,2017-03,2018-09-06
BD-17 63 b,BD-17 63,1,1,1,Radial Velocity,2008,La Silla Observatory,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,655.60000000,1.340000,,1620.90000,0.540000,,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,K5 V,4714.00,0.69,0.74,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,34.4603000,2019-09-04,2009-03,2014-05-14
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,W. M. Keck Observatory,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,10037.50000000,2.600000,,3337.10000,,370,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,,580.50,,0.02,<a refstr=DELORME_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...484..469D/abstract target=ref> Delorme et al. 2008 </a>,,2014-05-14,2011-10,2014-05-14
CI Tau b,CI Tau,1,1,1,Radial Velocity,2019,Multiple Observatories,<a refstr=FLAGG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190602860F/abstract target=ref>Flagg et al. 2019</a>,8.98910000,,,3686.82800,0.250000,,<a refstr=FLAGG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190602860F/abstract target=ref>Flagg et al. 2019</a>,K7,,,0.90,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,157.9980000,2019-06-19,2019-06,2019-06-27
CoRoT-1 b,CoRoT-1,1,1,1,Transit,2008,CoRoT,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,1.50895570,,16.700,327.35000,0.000000,1898,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,G0 V,5950.00,1.11,0.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,787.9090000,2014-05-14,2008-05,2014-05-14
CoRoT-10 b,CoRoT-10,1,1,1,Transit,2010,CoRoT,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,13.24060000,0.105500,10.870,874.00000,0.530000,600,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,K1 V,5075.00,0.79,0.89,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,338.3860000,2014-05-14,2010-09,2014-05-14
CoRoT-11 b,CoRoT-11,1,1,1,Transit,2010,CoRoT,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,2.99433000,0.043600,16.030,740.51000,0.000000,1657,<a refstr=GANDOLFI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...524A..55G/abstract target=ref> Gandolfi et al. 2010 </a>,F6 V,6440.00,1.37,1.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,655.0370000,2014-05-14,2010-12,2014-05-14
CoRoT-12 b,CoRoT-12,1,1,1,Transit,2010,CoRoT,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,2.82804200,0.040160,16.140,291.43800,0.070000,1442,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..97G/abstract target=ref> Gillon et al. 2010 </a>,,5675.00,1.12,1.08,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1126.3700000,2014-05-14,2010-09,2014-05-14
CoRoT-13 b,CoRoT-13,1,1,1,Transit,2010,CoRoT,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,4.03519000,0.051000,9.920,415.70400,0.000000,1700,<a refstr=CABRERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...522A.110C/abstract target=ref> Cabrera et al. 2010 </a>,G0 V,5945.00,1.01,1.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1148.9300000,2014-05-14,2010-11,2014-05-14
CoRoT-14 b,CoRoT-14,1,1,1,Transit,2010,CoRoT,<a refstr=TINGLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A..97T/abstract target=ref> Tingley et al. 2011 </a>,1.51214000,0.027000,12.220,2415.40000,0.000000,1952,<a refstr=TINGLEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A..97T/abstract target=ref> Tingley et al. 2011 </a>,F9 V,6035.00,1.21,1.13,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1744.6000000,2014-05-14,2011-04,2014-05-14
CoRoT-16 b,CoRoT-16,1,1,1,Transit,2011,CoRoT,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,5.35227000,0.061800,13.110,170.03200,0.330000,,<a refstr=OLLIVIER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...541A.149O/abstract target=ref> Ollivier et al. 2012 </a>,G5 V,5650.00,1.19,1.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,732.4090000,2014-05-14,2012-05,2014-05-14
CoRoT-17 b,CoRoT-17,1,1,1,Transit,2011,CoRoT,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,3.76810000,0.046100,11.430,772.29000,0.000000,1626,<a refstr=CSIZMADIA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...531A..41C/abstract target=ref> Csizmadia et al. 2011 </a>,G2 V,5740.00,1.59,1.04,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1176.1200000,2014-05-14,2011-07,2014-05-14
CoRoT-18 b,CoRoT-18,1,1,1,Transit,2011,CoRoT,<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>,1.90006930,0.029500,14.680,1102.82000,0.080000,1550,<a refstr=HEBRARD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...533A.130H/abstract target=ref> Hebrard et al. 2011 </a>,G9 V,5440.00,1.00,0.95,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,764.8890000,2019-12-02,2011-09,2014-05-14
CoRoT-19 b,CoRoT-19,1,1,1,Transit,2011,CoRoT,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,3.89713000,0.051800,14.460,352.78000,0.047000,2000,<a refstr=GUENTHER_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A.136G/abstract target=ref> Guenther et al. 2012 </a>,F9 V,6090.00,1.65,1.21,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,790.6630000,2014-05-14,2012-01,2014-05-14
CoRoT-2 b,CoRoT-2,1,2,1,Transit,2008,CoRoT,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...511A...3G/abstract target=ref> Gillon et al. 2010 </a>,1.74299350,0.027980,16.432,1102.82000,0.014300,,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...511A...3G/abstract target=ref> Gillon et al. 2010 </a>,,5625.00,0.91,0.96,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,213.2830000,2014-05-14,2010-02,2014-05-14
CoRoT-20 b,CoRoT-20,1,1,2,Transit,2011,CoRoT,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180701229R/abstract target=ref>Rey et al. 2018</a>,9.24285000,0.090000,,1366.66900,0.590000,,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180701229R/abstract target=ref>Rey et al. 2018</a>,,,,1.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,844.0610000,2018-07-18,2018-07,2018-07-19
CoRoT-20 c,CoRoT-20,1,1,2,Radial Velocity,2018,Multiple Observatories,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180701229R/abstract target=ref>Rey et al. 2018</a>,1675.00000000,2.900000,,5403.11000,0.600000,,<a refstr=REY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180701229R/abstract target=ref>Rey et al. 2018</a>,,,,1.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,844.0610000,2018-07-18,2018-07,2018-07-19
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,CoRoT,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,2.72474000,0.041700,14.572,718.29580,0.000000,,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,F8 IV,6200.00,1.95,1.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,2018-12-03,2012-09,2018-12-06
CoRoT-22 b,CoRoT-22,1,1,1,Transit,2014,CoRoT,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,9.75598000,0.092000,4.880,12.20000,0.077000,885,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.444.2783M/abstract target=ref>Moutou et al. 2014</a>,G3 V,5939.00,1.14,1.10,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,627.1580000,2014-08-21,2014-08,2014-08-21
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,CoRoT,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.63130000,0.048000,11.770,889.90000,0.160000,1660,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,G0 V,5900.00,1.61,1.14,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,1060.9700000,2014-05-14,2012-01,2014-05-14
CoRoT-24 b,CoRoT-24,1,1,2,Transit,2014,CoRoT,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,5.11340000,0.056000,3.700,5.70000,0.000000,1070,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.00,0.86,0.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,591.5550000,2018-06-06,2014-07,2018-05-31
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,CoRoT,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.75900000,0.098000,5.000,28.00000,0.000000,850,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.00,0.86,0.91,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,591.5550000,2014-06-11,2014-07,2014-06-11
